"","baseMean","log2FoldChange","lfcSE","padj"
"OTAU000115",405.848575573469,0.0639900214533249,0.0775860392786701,0.693912236150658
"OTAU000116",481.440419426331,-0.429882906034468,0.13029530722608,0.0146410760383733
"OTAU000117",173.23480345471,-0.0099619726537065,0.168021755937211,0.985165911800118
"OTAU000118",424.534450284552,-0.0748346011311843,0.0848744484656568,0.669329330475116
"OTAU000119",348.247080750323,-0.149183768801147,0.0803882511131172,0.249473188076445
"OTAU000120",55.1937941757654,-1.26925234573432,0.768525007273686,0.322787435207053
"OTAU000121",5.47823676224288,0.0772927670048196,0.455020370462973,0.949030949295868
"OTAU000122",112.355370586434,0.0144193909470956,0.170321462926171,0.977432450630213
"OTAU000123",284.816482308379,-1.07142742141606,0.333061850334342,0.0184386110121692
"OTAU000124",6714.50347445421,0.734580141095665,0.419982440926794,0.285934578755144
"OTAU000125",4530.61084702602,0.777763689092748,0.408079581051605,0.233644962545896
"OTAU000126",2.93041091046963,1.0612739108804,0.694041110037399,0.372471267423235
"OTAU000127",170.449091911128,-0.151102187541079,0.168533642493147,0.661341438016829
"OTAU000128",748.036956055112,0.176545649905514,0.0559677151510122,0.0217075154175309
"OTAU000129",147.028662793173,0.500818719598268,0.135729637081336,0.00485700688331148
"OTAU000130",4961.30837079306,1.51366603836705,0.327912765141561,0.000177450266295631
"OTAU000131",256.82585151141,-0.566236163693105,0.21287056606885,0.0650093845136717
"OTAU000132",3126.05457691402,-0.366508541333388,0.180493673458215,0.196169006920208
"OTAU000133",556.63708236907,0.258678167788144,0.145398025944049,0.274999762656478
"OTAU000135",4.01669340394318,0.984512312039849,0.921498681543689,0.58035390714372
"OTAU000136",13.5238955420917,1.29495345939391,0.453209410732822,0.0430571485263103
"OTAU000137",599.660368072787,0.0938329438990731,0.112600065791062,0.689464217954481
"OTAU000138",119.648140153074,-0.0246428070373841,0.114454030037372,0.934649438553105
"OTAU000139",651.612701885074,0.179742355466304,0.100829275774506,0.273539291401144
"OTAU000140",495.076847386981,-0.0864062005082702,0.101368408430294,0.681361893214299
"OTAU000141",74.0066732413762,0.11712035017821,0.133364206515847,0.670633288229961
"OTAU000142",715.296107351341,-0.0665584360687125,0.0618300434208706,0.576075938720409
"OTAU000143",216.004979995737,-0.189122802551441,0.0847552129276809,0.141595504384113
"OTAU000144",1.03134022606599,0.639957303972682,1.09162623129158,NA
"OTAU000145",969.630155273104,0.0483877465818241,0.0646435620439388,0.728263014485945
"OTAU000146",428.748623743432,-0.0692864228684787,0.152460371590323,0.849980043705861
"OTAU000147",178.009862745737,0.319137540387022,0.118434301161571,0.0606795519680144
"OTAU000148",350.394377883088,-0.0176925567236858,0.0891630107655944,0.938720599592426
"OTAU000149",830.818933408092,-0.0119405677976743,0.186266627990211,0.983624522112788
"OTAU000150",637.010201379535,0.0331389935524113,0.0945253887041003,0.89004371919037
"OTAU000151",1499.8638590515,-0.218279301275619,0.0830857650902214,0.0695835124488701
"OTAU000152",53.5899246267678,1.85101216159893,0.726908543574105,0.0806307793529266
"OTAU000153",366.344162482061,0.255962533832458,0.131384702995614,0.220352070664914
"OTAU000154",14694.5250845523,-1.04350166216516,0.596832561676284,0.286031262609073
"OTAU000155",7.05798189285729,0.759086943595119,0.644528532221812,0.529033786135679
"OTAU000156",212.138389053533,-0.446071109355119,0.190563934144632,0.117962205344866
"OTAU000157",1482.45073929108,-0.277032503493971,0.153247885096302,0.265171947912769
"OTAU000159",0.886568215792896,-0.770062335747869,1.54632694811033,NA
"OTAU000161",12.7464450439072,0.203261046095395,0.34942784550604,0.803397188769183
"OTAU000162",391.399225907585,0.0349583462199413,0.0665775630622425,0.824565781346584
"OTAU000163",374.724035480013,0.368338768803777,0.354609798148412,0.593599014201027
"OTAU000164",325.592484612735,0.00528815968799034,0.300295535102209,0.995465970035601
"OTAU000166",1339.29508982096,-0.390273963030191,0.0962680340548484,0.00153304773201097
"OTAU000167",818.167299570424,-0.0217897083716032,0.0621004537752357,0.889908584504681
"OTAU000169",184.517419430003,-0.202335216685174,0.125242086047683,0.336251696226739
"OTAU000170",348.893016371941,-0.0324963887919293,0.13850185130345,0.928627508260549
"OTAU000171",79.6644355616365,0.513020642901833,0.188211926108361,0.0570264734404352
"OTAU000172",811.566689504444,-0.0404427433069897,0.264825006289513,0.955131652090152
"OTAU000173",171.353987726416,-0.065038971658131,0.0969474970830373,0.764211927084334
"OTAU000174",1876.34049505565,-0.0516065803969415,0.0671823541917615,0.719989627101836
"OTAU000175",0.85884158274212,1.18048153665843,1.48606104750038,NA
"OTAU000176",79.7608073824192,0.0227469211772802,0.302101479876626,0.980431623410445
"OTAU000177",1.91669364526989,-0.586286924970142,0.920543580532866,0.779925570550075
"OTAU000178",15.2546906639968,-0.082490631977188,0.376608320755209,0.933360687365343
"OTAU000179",5.70239828475887,-0.338469388256231,0.558288459462929,0.792473846892181
"OTAU000180",743.514304299946,0.0684273597265725,0.0951604448630679,0.742133424906863
"OTAU000181",1247.67727741916,-0.173625190558005,0.319953831282347,0.818356399211168
"OTAU000182",122.947965629673,-0.161834100872487,0.328347148571396,0.836626129344371
"OTAU000183",37.7327961830489,0.615303017076705,0.223727691541559,0.0541223864589204
"OTAU000184",1.12350487669864,-0.825382932589882,1.07807204189752,NA
"OTAU000185",35.0424277101264,2.21985203532808,0.555239954262988,0.00185596095070961
"OTAU000186",91.6741456887722,-0.307317012206125,0.153674032575361,0.20555897398707
"OTAU000187",64.0695385336816,0.190413346541266,0.334456371726628,0.808108281931726
"OTAU000188",567.7479417178,-0.352877400138644,0.349926874090774,0.607356584541677
"OTAU000189",24.8678329256974,-0.698211421405542,0.402499950226828,0.290416701563559
"OTAU000190",1.32850828037826,-2.18084323938889,1.43927925536336,0.377088754948113
"OTAU000192",14.3093224751145,-0.136299363999624,0.451634863656722,0.907566710306417
"OTAU000193",1.09668919157254,-0.162093689193336,1.23919271342114,NA
"OTAU000194",75.5553058910332,0.616635765566805,0.393252652548233,0.356265687337773
"OTAU000195",1.29215529201662,1.90792527449972,1.12359175653137,0.303552251072332
"OTAU000196",534.206464070495,2.05105619480246,0.131935715808596,1.91713634503327e-50
"OTAU000198",7.84654430919304,0.149043024853819,0.510319672377626,0.910271534993748
"OTAU000199",608.911861320355,-0.78556197413573,0.402376184294137,0.219081035984188
"OTAU000200",96.4143405088101,1.05013773557446,0.861189948522924,0.50982073930287
"OTAU000201",4611.47392531286,-0.322099959180429,0.106469426285829,0.0291427414618774
"OTAU000202",12.3965168309035,-0.509329089643388,0.631001417639491,0.701116334512576
"OTAU000203",3.70503450768255,0.827672153810231,0.924978452672284,0.66208740112871
"OTAU000204",0.8909023447865,0.286153564730124,1.15525007006779,NA
"OTAU000205",1606.87489698023,-0.336484563237843,0.219981063843532,0.372421339079976
"OTAU000208",44.8056950103748,0.269661456290701,0.747534397008087,0.885222766190949
"OTAU000209",1.08392246057952,-1.75851942534135,1.21255523292314,NA
"OTAU000210",227.072330445101,-0.285350692544872,0.633980776621029,0.852099811729415
"OTAU000211",7.62557740973925,-6.01261276403349,2.59586694365208,NA
"OTAU000212",55.2511300849114,0.0937311076999537,0.396117563288909,0.927635328558392
"OTAU000213",14820.4695751973,0.684038278677926,0.485265703579324,0.426573743529748
"OTAU000214",13010.2081467402,-0.511891389400307,0.329699433823101,0.363195563013976
"OTAU000215",37223.9746052505,0.0952041133157785,0.156388777004088,0.791797930401989
"OTAU000216",427.573268993631,-0.0623557518749363,0.0720396513696227,0.675705704151551
"OTAU000217",26.2748273633352,0.0229954991879225,0.233760800600747,0.972665127395121
"OTAU000218",116.982010305219,0.035921982230162,0.116051096323937,0.905219985822286
"OTAU000219",1558.50793351081,0.067873764825667,0.286836000818806,0.927635328558392
"OTAU000220",225.584525623333,-0.391947361204264,0.392542373796182,0.61203680781569
"OTAU000221",212.747684960853,0.217650749309623,0.0957827091727041,0.133435950652102
"OTAU000223",90.9939094088851,0.148004728985317,0.180011250922455,0.695488239981131
"OTAU000224",405.065618578172,-0.184527205881851,0.125327045673619,0.397804672239595
"OTAU000225",281.324367704679,-0.235794094174194,0.172413424651968,0.444032124728845
"OTAU000226",192.553748831905,0.064594286390771,0.10316128570101,0.784766734980007
"OTAU000227",28.5003945102737,0.663880115855168,0.324717394092094,0.19232258809535
"OTAU000228",0.963467747341902,1.28590370306509,1.4708148216387,NA
"OTAU000229",113.437124786377,-0.0680889431256253,0.178405099121071,0.878568060054111
"OTAU000230",19.8993045493038,-0.164974979944415,0.373234127272805,0.855507206469323
"OTAU000231",30.7153748587536,-3.42530462433243,1.06068535040491,NA
"OTAU000232",78.2067087415923,0.0248210141718778,0.225456159311321,0.969147924379562
"OTAU000233",981.791265569773,-0.238135159484757,0.171314377010351,0.434271854937119
"OTAU000234",14129.6148486,0.34502904837039,0.235622494129241,0.400948275420132
"OTAU000235",684.339854661294,0.389456195393344,0.266647319949221,0.40297707305829
"OTAU000236",89.3243864676144,0.121377028380503,0.229742060437877,0.823836959352902
"OTAU000239",319.135010772557,-1.15494851610363,0.212088389882122,4.45288449087562e-06
"OTAU000240",612.274718492151,0.0896829442587671,0.103110253881354,0.673677980078704
"OTAU000241",38.5736148687863,0.332675098182508,0.440060796102422,0.725066426709997
"OTAU000242",1.48225210300456,1.44146625802733,1.2645131926397,0.546949763275136
"OTAU000243",17.6255982862934,-0.176088106904926,0.775926741124806,0.930413424153214
"OTAU000245",1.6046714227448,1.79221399795017,2.21105820150233,0.700503451434375
"OTAU000247",610.509306234158,-0.0662252309170803,0.0704004294484812,0.638484119901388
"OTAU000248",80.9981659133949,-2.18627084960703,0.466243138653856,0.000135962554592337
"OTAU000249",340.025511713749,-0.171721115585531,0.0741001624067067,0.123344076393287
"OTAU000250",137.087647945301,0.213703897788185,0.137550927153008,0.362813526227629
"OTAU000251",152.277848803547,0.096316050481386,0.170459808031691,0.809912436749496
"OTAU000252",1489.5710358478,-0.0460757301863296,0.0604272260241709,0.72260016490927
"OTAU000253",227.319416538266,-0.0848925247598451,0.129867233388013,0.773255407601598
"OTAU000254",29.6374795834934,-0.0330954525700076,0.197292490158156,0.949873185176279
"OTAU000255",1798.42604294206,0.0417075072409374,0.068266598239799,0.791102165250136
"OTAU000256",251.615332529828,-0.0932194037084572,0.109056649039738,0.680328360430506
"OTAU000257",64.6983841749064,0.13752649036561,0.148397818878137,0.645387974385269
"OTAU000258",57.5843680969523,0.0164760583472487,0.277930728285824,0.985165911800118
"OTAU000259",93.180936183855,0.298997728260204,0.283197924609133,0.586408517928461
"OTAU000260",463.884428208626,0.162056772203826,0.15370750331715,0.58711121676919
"OTAU000261",466.008881090517,-0.00847684706218092,0.0598375007999229,0.959017987653077
"OTAU000262",1.72769881671884,0.341560257609607,0.842486130722629,0.869877724223769
"OTAU000264",0.961547229315253,2.56932373406083,1.29818599339973,NA
"OTAU000266",62.1549755531526,0.371414219642318,0.70988471215608,0.824912703987734
"OTAU000267",136.668890064076,-0.0824448500352109,0.158389779614045,0.826156113807788
"OTAU000268",45.0768413474295,-0.0484376033431128,0.448023564665419,0.969147924379562
"OTAU000269",461.738611863982,-0.0616355610599614,0.124368959607011,0.835622547792836
"OTAU000270",331.834962999604,0.0427424096654216,0.0969631293771665,0.856192749635382
"OTAU000271",30.906348021045,-0.76037055765813,0.830171970919682,0.65112854693217
"OTAU000272",9.07111545350362,0.10574855195423,0.400384801131966,0.919743790798787
"OTAU000273",0.785048911068348,0.758845084264077,1.81531572437354,NA
"OTAU000274",185.452677124887,-0.501523814382538,0.274662140708802,0.258469820838794
"OTAU000275",830.405066369719,-0.117712792817173,0.0706355573407202,0.316151268675186
"OTAU000276",672.031340193646,0.0941063062418729,0.0895530633555194,0.588326769180426
"OTAU000277",681.685688772464,-0.143646722817064,0.16922220560858,0.682759784973588
"OTAU000278",67.8609973879504,0.399329533132994,0.156530085285844,0.0802259662439347
"OTAU000279",2.77460916313255,0.12618062586498,0.643739689388163,0.939387327629266
"OTAU000280",1.94681760324391,-0.398149291946687,1.09456082497626,0.884566393098774
"OTAU000282",2.07079323004212,1.17180938804065,0.83844073742385,0.431776730908134
"OTAU000283",2.92632245472517,1.34398383385441,1.12439924594508,0.521663373658813
"OTAU000284",5297.75204702119,-0.353779836893674,0.304533657987347,0.53734638197793
"OTAU000285",32.5103000454787,0.322759973280818,0.263059091381191,0.506169568961737
"OTAU000286",9.31367745926046,0.0248006276454752,0.514599740565116,0.987420174995902
"OTAU000287",109.35198461866,0.247212911709761,0.140886607009261,0.283515312709453
"OTAU000288",942.813464492543,0.0144025420896422,0.153007840825573,0.973609240110511
"OTAU000289",439.231959399212,-0.233009883432301,0.0960600225469563,0.101311839406952
"OTAU000290",42.5570895625432,-0.679897616252266,0.228732549613832,0.0329544793799999
"OTAU000291",149.130207711827,0.129253561160492,0.137821273100218,0.639723611346264
"OTAU000292",360.012022519575,0.120969890500813,0.117246158421965,0.594801306203446
"OTAU000293",2.28621409234755,0.0858825484676571,0.804225066835543,0.969678016041384
"OTAU000294",227.039601025403,-0.0324615896866228,0.201658554127769,0.952731693897251
"OTAU000295",39.6462629830839,-0.538495954260945,0.202815126501836,0.0654303153142013
"OTAU000296",1.81927208829246,0.622966448757886,0.95179985167405,0.772864933905125
"OTAU000297",144.296473770499,-0.0454670753672478,0.145422054333146,0.903675661934603
"OTAU000298",191.810699543595,0.226528900679335,0.18545658631836,0.508523303601464
"OTAU000299",142.724640742648,0.149120184143476,0.0978826674499774,0.374448359867391
"OTAU000300",10.8980575253443,0.723804497166964,0.490031435225609,0.395126255573504
"OTAU000301",5.55731202695082,0.177940932927886,0.854648379019453,0.936047846195531
"OTAU000303",10.0187261114275,1.60811790664843,0.562582539817127,0.0430571485263103
"OTAU000304",81.5943690237845,0.042237702311026,0.147640365694277,0.911383992051783
"OTAU000305",157.201018878688,0.130095217689786,0.0925822289922611,0.428824561748513
"OTAU000306",3511.90488432318,0.153065846878893,0.211219611319523,0.739292780289883
"OTAU000307",13.8587132046342,-0.545608578977152,0.360133725879758,0.377088754948113
"OTAU000308",632.389628275151,-1.33615243397972,0.342908267292855,0.00255792558937704
"OTAU000309",1.33156027216727,-1.24252392195595,1.25893803492236,0.617481484349731
"OTAU000310",70.8685557239479,-1.85305576962896,0.310040314154505,2.95478513618998e-07
"OTAU000311",234.186339042516,0.167390068445534,0.0902342205037635,0.249645745547826
"OTAU000312",55.9755463197703,0.0915968295076784,0.150843510937578,0.792097206424173
"OTAU000313",381.603966807294,-0.110734815861699,0.0782456972626769,0.423977996066155
"OTAU000314",408.33970499582,-0.172829698826296,0.181199179955288,0.632905159907073
"OTAU000315",10.7851924334117,0.539848330602458,0.405029209458489,0.459206005587105
"OTAU000316",11.3578167945742,0.571740880544348,0.393682940923775,0.406943140667927
"OTAU000317",1468.6905579079,1.45629184547633,0.293946108854096,4.31690312556425e-05
"OTAU000318",0.998956562146703,1.42530178202408,1.55866604535666,NA
"OTAU000321",73.8829817256605,-3.54974461727349,0.712183500969404,3.83901972566151e-05
"OTAU000322",18352.128806533,-0.832167875836292,0.790508954850903,0.587932051315317
"OTAU000323",127.872110311359,-0.319577521397265,0.117800562071777,0.0583745358886613
"OTAU000324",322.078703685788,0.0124063446822152,0.402793903547556,0.992141899495234
"OTAU000325",1545.05462241856,-0.015875310998154,0.106922599845864,0.956324896985944
"OTAU000328",9.8065593473773,-1.26955420403306,0.620249449339909,0.191483070073698
"OTAU000330",64.7897859636422,-1.79734356778913,0.485015541097096,0.00462386277909804
"OTAU000331",1.12536342964071,-0.700183345614965,1.78004055072131,NA
"OTAU000333",127.626809496004,-0.120396961246014,0.157354647545644,0.721561576748179
"OTAU000334",134.253765666417,-0.125383959573609,0.1359129862733,0.647511363203564
"OTAU000335",287.776167547837,-0.234156530431362,0.117724518532553,0.20888813034656
"OTAU000336",9.91907389657985,-0.0199066285171881,0.976847827906556,0.994836106644707
"OTAU000337",19.3973055297958,0.0401902891977631,0.267289620247008,0.955585884344502
"OTAU000338",370.869067136767,-0.127291424342921,0.0753401246964816,0.307097859489392
"OTAU000339",1.54836395121865,0.813739621258505,1.05617026004464,0.719542212833868
"OTAU000340",0.928768973447535,-0.679243407868529,1.30803723220954,NA
"OTAU000342",3.21438443481324,-2.62573959999231,1.49722088193979,0.283780843473988
"OTAU000343",53.1719197285498,1.83549540536921,0.606050615440623,0.0289431016482892
"OTAU000344",5.41347744984138,-0.00438397222448104,0.552766870834157,0.998338080340196
"OTAU000346",5.41352135524636,-0.302259942204036,0.531937687408216,0.808556338467635
"OTAU000347",1795.69994105923,-0.15635487104891,0.153760176194019,0.602637157296687
"OTAU000348",84.7135129764354,0.158717895595239,0.134848606523602,0.529362296322828
"OTAU000349",455.277874763104,0.031574516938283,0.0740866747992344,0.861329994140194
"OTAU000350",351.779179928648,-0.09864368351978,0.194599775951799,0.83067486800141
"OTAU000351",315.389125873403,-0.264517288332725,0.21942803414477,0.517501908929463
"OTAU000352",25.5365593890214,-0.210889948038971,0.229102573116351,0.648807325989122
"OTAU000353",110.804848567179,-0.0703773716348391,0.155902845252241,0.851626216631345
"OTAU000354",27.262794329745,-0.403565753592233,0.310107267579738,0.472905356385638
"OTAU000356",78.9700850553439,0.176757008724883,0.16266500899316,0.571183576092861
"OTAU000357",138.301259531808,-0.29873820410553,0.136771835837857,0.154047308555328
"OTAU000358",333.123687339383,0.0541674399831628,0.09856207030452,0.816969480349173
"OTAU000359",785.242155593537,0.0100016037202556,0.0814593061006398,0.965493414959045
"OTAU000360",4297.93371193559,-0.00301987722926329,0.103209892554293,0.992808085618987
"OTAU000363",1.54580555432074,2.75139453049487,1.15781196517512,0.111097339256065
"OTAU000364",12.2836397035129,2.23125107779686,0.460139484041818,6.86952936093213e-05
"OTAU000365",107.035486359692,0.208365726251695,0.140875936997274,0.394199305013299
"OTAU000366",2417.77178007059,0.0707822084674857,0.366312583298874,0.939960684706576
"OTAU000367",439.261436290407,-0.108416544816888,0.0864323636251714,0.494955673659429
"OTAU000368",942.644104555316,-0.00703151007065939,0.0910738438398338,0.979646228405455
"OTAU000369",341.06241733659,-0.243814657453647,0.114260191429879,0.167827205645265
"OTAU000370",234.852145859572,-0.049624516527617,0.0805252187780167,0.789293169482143
"OTAU000371",1821.04364743128,0.0285493129537205,0.104566661697768,0.916954670826377
"OTAU000372",6.44293704706664,1.87719686370599,0.643994203757883,0.0379197528496065
"OTAU000373",6.81455829422636,1.12236371920427,0.721347125017923,0.361769784311743
"OTAU000375",18.1149051998069,0.695953252021574,0.888892806043093,0.713483461702859
"OTAU000376",220.515674749379,-0.0615280718550658,0.110205972814239,0.812429002750071
"OTAU000377",431.372455664189,0.868659670316876,0.601871691228119,0.410738008421831
"OTAU000378",2260.76934383585,0.00730437726508697,0.0671849758287731,0.969147924379562
"OTAU000379",0.915371828349687,-0.719516238930208,1.12102071439932,NA
"OTAU000380",54.6616337151109,1.52733696470828,0.590743170537666,0.0753748294069573
"OTAU000381",678.904278046434,0.0526154179583987,0.123491159978415,0.861341776913939
"OTAU000382",704.682467477515,0.0548112842531451,0.0888857485397731,0.789224834032478
"OTAU000383",357.534509314708,-0.0449202370740428,0.0910906814110039,0.836577398769288
"OTAU000384",98.4407748188243,-0.145165481597413,0.119641011843228,0.513232206897477
"OTAU000385",332.462903250206,-0.340499263488193,0.112621571962098,0.0292644506176435
"OTAU000386",258.581084944023,-0.149213577039021,0.113379268788555,0.466485474204871
"OTAU000387",104.198100440132,-0.0844398653013398,0.107021782742362,0.710338841306869
"OTAU000388",107.20206126622,-0.0723880153175667,0.175458712462239,0.867371348647139
"OTAU000389",503.509430364817,-0.0520233153533716,0.112322674325342,0.847307810049443
"OTAU000390",347.965248945384,-0.198918030701042,0.107093928729736,0.249136466878144
